name,description,latitude,longitude,category
Pinewood Reservoir  CP...,Pinewood Reservoir  CP PH:800.397.7795 all year COMM:tent only SITES:22 EL:6624 AMEN:VT DW RS approx 11.2 mi W of Loveland 40.364 -105.283,40.364,-105.283,Camping
Pioneer Park  CP    SITES:18...,Pioneer Park  CP    SITES:18 EL:7674 AMEN:NH ND NS approx  mi  of Hot Sulphur Sp 40.079 -106.103,40.079,-106.103,Camping
Haena Beach Park  - Kauai  ...,Haena Beach Park  - Kauai   PH:808.241.6660     AMEN:FT DW approx 9.9 mi W of Kilauea 22.22 -159.566,22.22,-159.566,Camping
Apache Creek  NF...,Apache Creek  NF PH:505.533.6232/505.388.8201 all year  SITES:20 EL:6440 AMEN:NH ND VT NW NS NR N$ approx 11.3 mi NE of Reserve 33.832 -108.623,33.832,-108.623,Free Camping
Black Canyon Upper  NF...,Black Canyon Upper  NF PH:505.753.7331 early may-late sep COMM:2 sites  EL:6750 AMEN:NH ND VT NW NS RS N$ approx 23.0 mi N  of Mimbres 33.185 -108.033,33.185,-108.033,Free Camping
Coronado  CP PH:505.867.3311  ..,Coronado  CP PH:505.867.3311    EL:5085 AMEN:E DP FT DW SH approx 2.0 mi N  of Bernalillo 35.329 -106.558,35.329,-106.558,Camping
Cuchillo  NF...,Cuchillo  NF PH:505.586.0520/505.758.6200 mid may-mid sep  SITES:3 EL:8248 AMEN:NH ND VT NW NS NR approx 10.7 mi N of Taos 36.56 -105.533,36.56,-105.533,Camping
Hopewell Lake  NF...,Hopewell Lake  NF PH:505.758.8678/505.758.6200 mid may-mid sep  SITES:21 EL:9806 AMEN:NH ND 16ft VT NW NS NR approx 15.5 mi W of Tres Piedras 36.704 -106.237,36.704,-106.237,Camping
Paliza  NF...,Paliza  NF PH:505.829.3535/505.438.7840 mid may-late aug  SITES:30 EL:6847 AMEN:NH ND VT NW NS RS L$ approx 12.7 mi NE of San Ysidra 35.704 -106.626,35.704,-106.626,Camping
Boxcar Canyon Boondocking -...,Boxcar Canyon Boondocking - Lake Mead National Rec Area  NRA  all year COMM:no facilities   AMEN:NH ND NT NW NS NR N$ approx  mi  of Henderson 36.121 -114.783,36.121,-114.783,Free Camping
Dolomite  NF...,Dolomite  NF PH:702.515.5400/775.331.6444 early may-late sep  SITES:31 EL:8622 AMEN:NH ND 30ft FT DW NS RS approx 18.1 mi S  of Indian Springs 36.308 -115.682,36.308,-115.682,Camping
Echo Bay - Lake Mead National...,Echo Bay - Lake Mead National Rec Area  NRA PH:702.394.4000 all year COMM:30 day limit - Res. call 702.394.4000 SITES:166  AMEN:WES DP 35ft FT DW NS RS approx 16.2 mi S  of Overton 36.309 -114.437,36.309,-114.437,Camping
Hilltop  NF...,Hilltop  NF PH:702.515.5400/775.331.6444 early may-late sep  SITES:40 EL:8353 AMEN:NH ND 25ft FT DW SH RS approx 27.8 mi NW of Las Vegas 36.311 -115.607,36.311,-115.607,Camping
McWilliams  NF...,McWilliams  NF PH:702.515.5400/775.331.6444 all year  SITES:49 EL:8668 AMEN:NH DP 30ft FTVT DW NS RS approx 18.0 mi S  of Indian Springs 36.309 -115.683,36.309,-115.683,Camping
Clear Creek  NF...,Clear Creek  NF PH:208.678.0430/208.737.3200   SITES:22 EL:6325 AMEN:VT DW NR approx  mi  of Malta 41.954 -113.322,41.954,-113.322,Camping
Fremont Indian State Park  SP...,Fremont Indian State Park  SP PH:435.527.4631 early may-late sep  SITES:31 EL:5900 AMEN:NH FT DW RS PA approx 3.4 mi W of Sevier 38.579 -112.32,38.579,-112.32,Camping
Lodgepole  NF...,Lodgepole  NF PH:435.654.0470/801.342.5100 mid may-mid sep  SITES:51 EL:7825 AMEN:NH DP 40ft FT DW NS RS approx 15.8 mi SE of Heber City 40.31 -111.261,40.31,-111.261,Camping
Nunns Park  CP PH:801.851.8600..,Nunns Park  CP PH:801.851.8600  COMM:in Provo canyon  EL:4973 AMEN:NH FT DW NR approx 4.5 mi NE of Orem 40.329 -111.621,40.329,-111.621,Camping
Soapstone  NF...,Soapstone  NF PH:435.783.4338/801.236.3400 early jun-mid oct  SITES:33 EL:7904 AMEN:NH ND 40ft VT DW NS RS PA approx 14.0 mi E of Kamas 40.579 -111.027,40.579,-111.027,Camping
South - Zion National Park  NP..,South - Zion National Park  NP PH:435.772.3256   SITES:180 EL:3980 AMEN:NH DP 45ft FT DW NS NR approx 1.4 mi NE of Springdale 37.204 -112.983,37.204,-112.983,Camping
Bigelow County Park  CP...,Bigelow County Park  CP PH:712.946.7114     AMEN:E DP approx 1.9 mi W of Salix 42.306 -96.326,42.306,-96.326,Camping
Browns Lake  -  Bigelow Park ...,Browns Lake  -  Bigelow Park  CP PH:712.946.7114   SITES:40 approx 2.0 mi W of Salix 42.306 -96.326,42.306,-96.326,Camping
Browns Lake Bigelow Park  CP...,Browns Lake Bigelow Park  CP PH:712.946.7114     AMEN:E FT DW SH approx 2.0 mi W of Salix 42.306 -96.326,42.306,-96.326,Camping
Buffalo Shores County Park  CP..,Buffalo Shores County Park  CP PH:563.328.3281   SITES:65  AMEN:WE DP DW SH approx 1.2 mi W of Buffalo 41.454 -90.745,41.454,-90.745,Camping
Camp Crescent Park  CP...,Camp Crescent Park  CP PH:712.657.2189     AMEN:E DP DW SH L$ approx 0.6 mi E of Lake View 42.308 -95.043,42.308,-95.043,Camping
Crystal Lake Park  CP   ...,Crystal Lake Park  CP    SITES:95  AMEN:E DP FT DW SH NR L$ approx 0.7 mi NE of Crystal Lake 43.23 -93.783,43.23,-93.783,Camping
Fontana County Park  CP...,Fontana County Park  CP PH:319.636.2617   SITES:55  AMEN:E DP DW SH L$ approx 9.4 mi N  of Independence 42.604 -91.908,42.604,-91.908,Camping
Grammer Grove Wildlife Area ...,Grammer Grove Wildlife Area  CP   COMM:tent only   AMEN:NH ND FT DW NS approx 1.9 mi SW of Liscomb 42.168 -93.033,42.168,-93.033,Camping
Joinerville County Park  CP...,Joinerville County Park  CP PH:563.652.3783.     AMEN:NH NS N$ approx 4.5 mi W of Maquoketa 42.079 -90.751,42.079,-90.751,Free Camping
Koser Spring Lake Park  CP...,Koser Spring Lake Park  CP PH:712.225.2715   SITES:40  AMEN:WES DP DW SH L$ approx 3.1 mi S  of Cherokee 42.704 -95.554,42.704,-95.554,Camping
Odebolt Memorial Walk RV Park ..,Odebolt Memorial Walk RV Park  CP PH:712.668.2231     AMEN:E L$ approx 0.3 mi SE of Odebolt 42.308 -95.249,42.308,-95.249,Camping
PIN/Pin Oak Co Park  CP     ...,PIN/Pin Oak Co Park  CP      AMEN:E FT DW approx 2.5 mi SE of Manchester 42.454 -91.435,42.454,-91.435,Camping
Straight Park  CP      AMEN:E...,Straight Park  CP      AMEN:E DP L$ approx 0.2 mi SW of Fonda 42.579 -94.848,42.579,-94.848,Camping
Wilkinson - Pioneer County...,Wilkinson - Pioneer County Park  CP PH:641.423.5309   SITES:42  AMEN:E DP DW SH L$ approx 0.4 mi E of Rock Falls 43.204 -93.082,43.204,-93.082,Camping
Bo Wood  - Lake Shelbyville ...,Bo Wood  - Lake Shelbyville  COE PH:217.774.3951 mid apr-late oct  SITES:80  AMEN:WES DP SH RS approx 3.2 mi S  of Sullivan 39.554 -88.614,39.554,-88.614,Camping
Kankakee River State Park  SP...,Kankakee River State Park  SP PH:815.933.1383 all year  SITES:260  AMEN:E DP 40ft SH RS PA approx 5.5 mi W of Bourbonnais 41.204 -87.979,41.204,-87.979,Camping
Rainey City Park  CP  ...,Rainey City Park  CP   COMM:nice little town - unknown facilities   AMEN:NH ND NS N$ approx  mi  of Carrollton 39.306 -90.408,39.306,-90.408,Free Camping
Ferdinand State Forest  SP...,Ferdinand State Forest  SP PH:812.367.1524   SITES:70  AMEN:NH ND NS NR approx 4.9 mi NE of Ferdinand 38.257 -86.783,38.257,-86.783,Camping
Newton Stewart  State Rec Area..,Newton Stewart  State Rec Area - Patoka Lake  SRA PH:812.685.2464   SITES:500  AMEN:E DP FT DW SH NR approx 6.1 mi N of Birdseye 38.4 -86.658,38.4,-86.658,Camping
Greenwood Park  CP...,Greenwood Park  CP PH:785.468.3209   SITES:5  AMEN:E DP FT DW SH NR L$ approx 0.4 mi W of Olsburg 39.429 -96.622,39.429,-96.622,Camping
Gunn Park  CP PH:620.223.0550 ..,Gunn Park  CP PH:620.223.0550     AMEN:E approx 1.1 mi SW of Fort Scott 37.829 -94.723,37.829,-94.723,Camping
Hoisington Park  CP...,Hoisington Park  CP PH:620.653.4050   SITES:12  AMEN:WE DP approx  mi  of Hoisington 38.514 -98.783,38.514,-98.783,Camping
Oregon Trail RV Park  CP...,Oregon Trail RV Park  CP PH:785.457.3361   SITES:16  AMEN:E DP DW SH L$ approx 0.4 mi NE of Westmoreland 39.397 -96.408,39.397,-96.408,Camping
Outlet Channel - Elk City Lake..,Outlet Channel - Elk City Lake  COE PH:620.331.6295   SITES:15  AMEN:NH DP DW NS NR L$ approx 5.6 mi NW of Independence 37.28 -95.783,37.28,-95.783,Camping
Rocky Pond City Park  CP...,Rocky Pond City Park  CP PH:785.527.2288    EL:1510 AMEN:WE DW SH approx 0.6 mi NE of Belleville 39.829 -97.622,39.829,-97.622,Camping
Andrus Lake - State Forest  SF..,Andrus Lake - State Forest  SF PH:906.293.3293 all year COMM:open all year but snow may block SITES:25  AMEN:NH NR approx 5.3 mi N  of Paradise 46.704 -85.038,46.704,-85.038,Camping
Bay City State Park  SP...,Bay City State Park  SP PH:989.684.3020   SITES:200  AMEN:E DP 50ft DW SH RS approx 5.1 mi N  of Bay City 43.667 -83.908,43.667,-83.908,Camping
Burt Lake State Park  SP...,Burt Lake State Park  SP PH:231.238.9392 mid apr-mid mov  SITES:300  AMEN:E DP 45ft DW SH RS approx 0.8 mi SW of Indian River 45.401 -84.619,45.401,-84.619,Camping
Forest Lake - State Forest  SF..,Forest Lake - State Forest  SF PH:906.346.9201 all year COMM:open all year but snow may block SITES:23  AMEN:E NR approx 4.0 mi SE of Chatham 46.307 -86.869,46.307,-86.869,Camping
Haakwood - State Forest  SF ...,Haakwood - State Forest  SF  all year COMM:open all year but snow may block SITES:18  AMEN:NH ND NS NR approx 1.9 mi N  of Wolverine 45.301 -84.613,45.301,-84.613,Camping
Hancock Rec Area  CP...,Hancock Rec Area  CP PH:906.482.7413   SITES:70  AMEN:WE DP DW SH approx 2.0 mi W of Hancock 47.136 -88.621,47.136,-88.621,Camping
Holland Lake - State Forest ...,Holland Lake - State Forest  SF  all year COMM:open all year but snow may block SITES:15  AMEN:NH ND NS NR approx 19.3 mi N  of Newberry 46.615 -85.658,46.615,-85.658,Camping
Marquette Tourist Park  CP...,Marquette Tourist Park  CP PH:906.228.0460   SITES:110  AMEN:WE DP approx 1.7 mi N  of Marquette 46.571 -87.408,46.571,-87.408,Camping
Sleepy Hollow State Park  SP...,Sleepy Hollow State Park  SP PH:517.651.6217 early may-late oct  SITES:180  AMEN:45ft RS approx 3.9 mi NW of Laingsburg 42.929 -84.408,42.929,-84.408,Camping
Appleton Municipal Campground ..,Appleton Municipal Campground  CP    SITES:12  AMEN:E DW SH NR L$ approx 0.4 mi NE of Appleton 45.204 -96.021,45.204,-96.021,Camping
Appleton Municipal Park  CP...,Appleton Municipal Park  CP PH:320.289.1363     AMEN:E SH approx 0.4 mi NE of Appleton 45.204 -96.021,45.204,-96.021,Camping
Cannon Park  CP...,Cannon Park  CP PH:218.945.3136  COMM:primitive   AMEN:E approx 0.3 mi S  of Fertile 47.532 -96.283,47.532,-96.283,Camping
Devil Track Lake  NF...,Devil Track Lake  NF PH:218.387.1750/218.626.4300   SITES:16 EL:1640 AMEN:NH ND NS NR approx 8.1 mi NW of Grand Marais 47.829 -90.463,47.829,-90.463,Camping
Flour Lake  NF...,Flour Lake  NF PH:218.387.1750/218.626.4300 early may-mid oct  SITES:37 EL:1778 AMEN:NH ND NS RS approx 21.2 mi N  of Grand Marais 48.053 -90.408,48.053,-90.408,Camping
Holiday City Park - Warren  CP..,Holiday City Park - Warren  CP PH:218.745.5343     AMEN:E DP DW SH approx 0.8 mi NE of Warren 48.204 -96.761,48.204,-96.761,Camping
Sportsman Park - Red Lake...,Sportsman Park - Red Lake Falls  CP PH:218.253.2684   SITES:53  AMEN:WES FT DW SH approx 0.7 mi NW of Red Lake Falls 47.891 -96.283,47.891,-96.283,Camping
Sportsman Park - Sleepy Eye ...,Sportsman Park - Sleepy Eye  CP PH:507.794.4040 mid may-mid sep  SITES:8  AMEN:E ND FT DW NS RS PA approx 0.8 mi N  of Sleepy Eye 44.31 -94.728,44.31,-94.728,Camping
Traverse Co Park  CP     ...,Traverse Co Park  CP      AMEN:E VT approx 5.4 mi NE of Browns Valley 45.665 -96.783,45.665,-96.783,Camping
Two Mile Trailer Park and...,Two Mile Trailer Park and Campground  CP PH:320.815.0411   SITES:28  AMEN:WES DP FT DW SH approx 1.4 mi N  of Osakis 45.887 -95.158,45.887,-95.158,Camping
Wagner Park  CP...,Wagner Park  CP PH:800.354.2292   SITES:78  AMEN:WES DP DW approx 0.8 mi NE of Barnesville 46.661 -96.408,46.661,-96.408,Camping
Montauk State Park  SP...,Montauk State Park  SP PH:573.548.2201 all year    AMEN:E DP DW SH RS approx 15.3 mi SW of Salem 37.454 -91.675,37.454,-91.675,Camping
Thomas Hill Reservoir  - Hwy T..,Thomas Hill Reservoir  - Hwy T Campground - MDC  SFW   COMM:shelters and tables SITES:10  AMEN:NH ND VT NW NS NR L$ approx 2.4 mi W of College Mound 39.624 -92.617,39.624,-92.617,Camping
Beaver Creek - Lake Oahe  COE...,Beaver Creek - Lake Oahe  COE PH:701.255.0015 mid may-mid sep  SITES:40 EL:1652 AMEN:WES DP DW SH RS PA N$ approx 14.4 mi W of Linton 46.25 -100.533,46.25,-100.533,Free Camping
Buffalo Gap  NF...,Buffalo Gap  NF PH:701.225.5151/701.250.4443 early jun-late aug  SITES:48 EL:2576 AMEN:NH ND SH NR L$ approx 7.6 mi W of Medora 46.954 -103.675,46.954,-103.675,Camping
Spiritwood Lake/Sandy Beach ...,Spiritwood Lake/Sandy Beach  CP   COMM:primitive - unknown facilities   AMEN:NH ND NS N$ approx 13.0 mi NE of Jamestown 47.079 -98.586,47.079,-98.586,Free Camping
Cedar Vue - Lake McConaughy...,Cedar Vue - Lake McConaughy State Rec Area  SRA PH:308.284.8800 all year  SITES:115 EL:3268 AMEN:WES DP SH RS approx 5.9 mi NE of Ogallala 41.204 -101.668,41.204,-101.668,Camping
Holbrook City Park  CP...,Holbrook City Park  CP PH:308.493.5653 all year  SITES:5 EL:2211 AMEN:E VT DW approx 0.4 mi N  of Holbrook 40.307 -100.013,40.307,-100.013,Camping
Ogallala Beach - Lake...,Ogallala Beach - Lake McConaughy  SRA PH:308.284.8800 all year   EL:3273 AMEN:NH ND NS RS approx 5.3 mi N  of Ogallala 41.204 -101.726,41.204,-101.726,Camping
Summit Lake  State Rec Area ...,Summit Lake  State Rec Area  SRA PH:402.374.1727   SITES:57  AMEN:NH DP VT DW NS NR approx 3.3 mi W of Tekamah 41.767 -96.283,41.767,-96.283,Camping
Beaver Creek State Park  SP...,Beaver Creek State Park  SP PH:330.385.3091 all year  SITES:50  AMEN:NH DP NS RS approx 7.9 mi N  of East Liverpool 40.73 -80.613,40.73,-80.613,Camping
West Chamberlain - Lake...,West Chamberlain - Lake Francis Case  COE    SITES:40  AMEN:NR approx 3.5 mi NE of Oacoma 43.829 -99.344,43.829,-99.344,Camping
Bruce Park       approx 0.3 mi..,Bruce Park       approx 0.3 mi SW of Bruce 45.454 -91.279,45.454,-91.279,Camping
Jordan Park  CP...,Jordan Park  CP PH:715.346.1433   SITES:20  AMEN:E DP DW SH approx 5.3 mi NE of Stevens Point 44.579 -89.5,44.579,-89.5,Camping
Lake of the Falls  CP...,Lake of the Falls  CP PH:715.561.2697   SITES:35 EL:1574 AMEN:E approx 20.8 mi S  of Hurley 46.15 -90.158,46.15,-90.158,Camping
Laura Lake  NF...,Laura Lake  NF PH:715.276.6333/715.762.2461   SITES:41  AMEN:NH NR approx 12.6 mi NE of Laona 45.704 -88.507,45.704,-88.507,Camping
Razorback Lake - North...,Razorback Lake - North Highland/Amer Legion State Forest  SF PH:715.356.5211   SITES:55 EL:1686 AMEN:NH ND PT DW NS RS L$ approx 11.8 mi NE of Woodruff 46.023 -89.533,46.023,-89.533,Camping
Snyder Park  CP...,Snyder Park  CP PH:715.743.5140   SITES:32  AMEN:E DP DW SH approx 1.1 mi NE of Hewett 44.579 -90.719,44.579,-90.719,Camping
West Thompson Lake  COE...,West Thompson Lake  COE PH:860.923.3121 mid may-late aug  SITES:20  AMEN:WE DP 45ft DW SH RS  41.954 -71.894,41.954,-71.894,Camping
Barton Cove  UTIL...,Barton Cove  UTIL PH:413.863.9300   SITES:30  AMEN:NH SH approx 2.8 mi SW of Gill 42.608 -72.533,42.608,-72.533,Camping
Erving State Forest  SF...,Erving State Forest  SF PH:978.544.3939 early jun-late aug  SITES:29  AMEN:NH ND DW NS RS PA approx 0.7 mi NW of Erving 42.607 -72.408,42.607,-72.408,Camping
Nickerson State Forest Park ...,Nickerson State Forest Park  SF PH:508.896.3491 early may-late oct  SITES:400  AMEN:E DP DW RS PA approx 2.6 mi E of Brewster 41.764 -70.033,41.764,-70.033,Camping
Crocker Pond  NF...,Crocker Pond  NF PH:603.466.2713/603.528.8721 mid may-mid oct  SITES:7  AMEN:NH ND NS NR approx 6.7 mi S  of Bethel 44.31 -70.824,44.31,-70.824,Camping
Wild River  NF    SITES:12 ...,Wild River  NF    SITES:12  AMEN:NH VT NR approx 7.6 mi SW of Gilead 44.306 -71.063,44.306,-71.063,Camping
Umbagog Lake  SP...,Umbagog Lake  SP PH:603.482.7795   SITES:70  AMEN:E DP FT DW SH RS PA approx  mi  of Cambridge 44.704 -71.05,44.704,-71.05,Camping
White Ledge  NF...,White Ledge  NF PH:603.536.1315/603.528.8721 early jun-late sep  SITES:28  AMEN:NH ND VT NS RS approx 5.0 mi W of Conway 43.954 -71.214,43.954,-71.214,Camping
Cedar Point State Park  SP...,Cedar Point State Park  SP PH:315.654.2522 early may-late sep    AMEN:WES DP DW SH RS PA approx 6.0 mi SW of Clayton 44.204 -76.197,44.204,-76.197,Camping
Rollins Pond - DEC  SPR...,Rollins Pond - DEC  SPR PH:518.891.3239 mid may-late aug   EL:1591 AMEN:NH DP DW SH RS PA approx 6.4 mi NE of Tupper Lake 44.307 -74.407,44.307,-74.407,Camping
Codorus State Park  SP...,Codorus State Park  SP PH:717.657.2656 mid apr-mid oct    AMEN:E DP DW SH RS PA approx 4.2 mi E of Hanover 39.783 -76.908,39.783,-76.908,Camping
Curwensville Lake  CP...,Curwensville Lake  CP PH:800.326.9051  COMM:unknown facilities SITES:50  AMEN:E RS approx 2.5 mi S  of Curwensville 40.94 -78.533,40.94,-78.533,Camping
Trough Creek State Park  SP...,Trough Creek State Park  SP PH:814.858.3947 mid apr-mid dec    AMEN:E DP NS RS PA approx 3.8 mi SE of James Creek 40.311 -78.129,40.311,-78.129,Camping
Claytor Lake State Park  SP...,Claytor Lake State Park  SP PH:540.643.2500 all year   EL:1927 AMEN:E DP 35ft DW SH RS PA approx 4.6 mi SE of Dublin 37.062 -80.624,37.062,-80.624,Camping
Silver Lake State Park  SP...,Silver Lake State Park  SP PH:802.234.9451 early jun-late aug  SITES:40  AMEN:NH DP SH RS approx 7.0 mi S  of Bethel 43.733 -72.614,43.733,-72.614,Camping
Wilgus State Park  SP...,Wilgus State Park  SP PH:802.674.5422 early jun-early oct  SITES:17  AMEN:NH DP SH RS approx 0.7 mi S  of Ascutney 43.391 -72.408,43.391,-72.408,Camping
Beech Fork State Park  SP...,Beech Fork State Park  SP PH:304.522.0303 mid apr-mid oct    AMEN:E DP 40ft DW SH RS approx 7.5 mi S  of Barboursville 38.308 -82.345,38.308,-82.345,Camping
Bull Falls - Bluestone WMA ...,Bull Falls - Bluestone WMA  SFW PH:304.466.3398 mid apr-mid oct COMM:Fish/Wildlife sites may have few facilitiies SITES:20  AMEN:NH NR L$ approx 2.9 mi E of Pipestem 37.539 -80.908,37.539,-80.908,Camping
Handley WMA  SFW   COMM:has...,Handley WMA  SFW   COMM:has tables SITES:13 EL:3085 AMEN:NH VT NR approx 8.2 mi NW of Marlinton 38.312 -80.194,38.312,-80.194,Camping
Island  NF...,Island  NF PH:304.456.3335/304.636.1800   SITES:6 EL:2984 AMEN:NH ND NS NR N$ approx 5.0 mi NE of Bartow 38.579 -79.705,38.579,-79.705,Free Camping
Seneca State Forest  SF...,Seneca State Forest  SF PH:304.799.6213    EL:2676 AMEN:NH DW SH NR L$ approx 4.3 mi SW of Dunmore 38.307 -79.922,38.307,-79.922,Camping
Lock 8  COE      AMEN:NH ND NS..,Lock 8  COE      AMEN:NH ND NS NR approx 2.6 mi NW of Akron 32.893 -87.783,32.893,-87.783,Camping
Mallard Creek  TVA...,Mallard Creek  TVA PH:256-386-2560 mid mar-mid nov  SITES:56  AMEN:E DP DW SH NR approx 11.9 mi NW of Decatur 34.7 -87.158,34.7,-87.158,Camping
River Road  COE...,River Road  COE PH:479.272.4835 all year    AMEN:E DP DW SH RS PA approx 6.7 mi SE of Ola 34.951 -93.158,34.951,-93.158,Camping
